,Sentiment,SentimentText
4171,0,I hear that The Da Vinci Code sucked too.
4172,0,"I can hate "" Da Vinci Code "" without even touching the book."
4173,0,Da Vinci Code kinda stinks!...
4174,0,I am a Christian and I absolutely HATE the Da Vinci Code.
4175,0,"Apparently, The Da Vinci Code sucks."
4176,0,why i hate The Da Vinci Code...
4177,0,"Other than that, all I've heard is that the Da Vinci Code kinda sucks!"
4178,0,i hear the da vinci code sucks.
4179,0,hey I heard da vinci code sucks butt.
4180,0,i know it's kind of a delayed reaction but banning the da vinci code sucks beans big time.
4181,0,da vinci code movie = sucks..
4182,0,da vinci code kinda sucked -- u guys should watch THE OMEN -- muahahaahahah.
4183,0,absolutely hated the Da Vinci Code...
4184,0,the da vinci code sucked...
4185,0,"weeeellllllll even though you say that The Da Vinci Code sucked, I still have to go see it because I read the book therefor....."
4186,0,"Besides, Da Vinci Code sucks..."
4187,0,I frakking hate the Da Vinci Code.
4188,0,Yeah the media seems to think that Da Vinci Code sucks...
4189,0,thirdly-the da vinci code sucked..
4190,0,"this post won't add anything new either, save that The Da Vinci Code sucks, majorly..."
4191,0,the Da Vinci Code sucked.
4192,0,The Da Vinci Code sucked balls.
4194,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4195,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4196,0,Da Vinci Code sucks be...
4197,0,Da Vinci Code sucked..
4199,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4200,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4201,0,i heard da vinci code sucked soo much only 2.5 stars:
4202,0,da vinci code sucks...
4993,0,Mission Impossible sucks too!..
4994,0,I hated Mission Impossible..
4995,0,My friend said Mission Impossible sucked -- big time...
4996,0,I hate Mission Impossible.
4997,0,"Showcasing Mission Impossible 3 ( which suck aniwae ) and X men 3, which I didnt get to watch till today.."
4998,0,"Christmas Mission's Trip with our very own Tom Cruise: "" Mission Impossible is for stupid people "".."
4999,0,I hate playing Mission Impossible --- love 007..
5000,0,and i'm not even THINKING of getting in FRESHMAN cuz to me itz just mission impossible lol i simply suck too much altogether....
5001,0,Mission Impossible 2 sucked hardcore.
5002,0,I think I will hate Mission Impossible 3;
5003,0,i didn't know mission impossible 2 so sucks...
5004,0,""" Mission Impossible 3 sucks like a Theatan energy field!"
5005,0,""" Mission Impossible III "" sucks, the story of "" X-Men:"
5006,0,MISSION IMPOSSIBLE 3 SUCKS!!..
5007,0,Mission Impossible 3 sucked ass tho...
5008,0,"Mission Impossible 3, tom cruise, it sucks, I hate action movie, eat Chinese food at night, dim sum, very funny...."
5009,0,"Mission Impossible III sucked majorly, but it was nice doing things with friends."
5010,0,"God, anyway for anyone whos read this far the new Mission Impossible SUCKS!"
5011,0,but Mission Impossible 3 SUCKS!
5012,0,Mission Impossible III sucks..
5013,0,I HATED Mission Impossible 2..
5014,0,MISSION IMPOSSIBLE III IS GOING TO SUCK BALLS!!!..
5015,0,Mission Impossible III sucked to a major extent.
5016,0,mission impossible III kinda sucked.
5017,0,Mission Impossible 3 sucked...
5018,0,well mission impossible 3 sucked a lot.
5019,0,Mission Impossible 3 sucked!..
5020,0,I hate Mission Impossible movies.
5021,0,"I know, I know, mission impossible 2 sucked royally."
5022,0,Mission Impossible 3 sucks.......
5023,0,MISSION IMPOSSIBLE 2 ~ REALLY SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!..
5024,0,mission impossible 3 sucks man..
5025,0,MISSION IMPOSSIBLE III I hated the first Mission Impossible and never saw the second one.
5026,0,RV was really good but Mission Impossible 3 fucking sucked.
5027,0,mission impossible 2 sucked by the way so i don't know if i wanna see 3..
5028,0,Mission Impossible three sucked.
5029,0,"MI3 mission impossible III sucked ass, like the last one, it was lame and predictable, LAME.."
5030,0,Mission Impossible 3 sucked......
5031,0,After that we decided to see Mission Impossible III which sucked a little bit.
5032,0,Mission Impossible III-Sucks big-time!..
5033,0,"Its weird, I like Tom Cruise movies, but I hate the Mission impossible films...."
5034,0,If i hear one more thing about Tomkat or how much Mission Impossible III sucks ass(
5035,0,Mission impossible both the first and second sucked..
5036,0,mission impossible 3 sucked balls.
5037,0,It stayed on the whole way there and the whole way back.-Jill is staying with me next weekend.-Mission Impossible III sucks.
5038,0,"D i loathed mission impossible 2, but this one was involving and i really enjoyed it!"
5039,0,"mission impossible III sucked please don't go see it, okay?..."
5040,0,"The level of badness of these movies is increasing exponentially, so I can only imagine how awful Mission Impossible the third will be...."
5041,0,i HATE HATE HATE tom cruise and mission impossible movies but i think i may go see this new one cuz...
5042,0,stupid mission impossible sold out right when we got there.
5043,0,"Mission Impossible III just flat out sucked, shipmates."
5044,0,I think people are more tired of the Mission Impossible franchise than Tom Cruise.
5045,0,"BURBANK, Calif. ( AP )-Brooke Shields says Tom Cruise has publicly apologized for his film career, including War of the Worlds and all of the atrocious Mission Impossible movies."
5046,0,so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail.
5048,0,hahaha i think my freakin mission impossible search for those stupid shoes is finally over.
5049,0,stop making those stupid mission impossible movies already too......
5050,0,I'm pretty sure im boycotting fucking stupid mission impossible III.
5051,0,STUPID MISSION IMPOSSIBLE MYBUTTHOLE YUH NASY [ c. joiners ]..
5052,0,idk mission impossible looked stupid to me..
5053,0,i had to go to work at 9am for stupid mission impossible 3.
5054,0,Mission Impossible the second was terrible.
5055,0,and mission impossible was pretty crappy aside from phillip seymore hoffman and the nifty gadgets)
5056,0,watched mission impossible 3 wif stupid haha...
5057,0,"i wish i could have stayed to see that last credit, but i was going to go insane if i had to listen to one more second of kanye west's god-awful mission impossible remix.."
5058,0,After the god-awful “ Mission Impossible 2 ” from John Woo laid a major egg.
5060,0,saw mission impossible 3 kinda stupid yet good..
5061,0,"No, I'm just sick of him making crappy Mission Impossible sequels."
5062,0,"I hope they end this franchise here, or Mission Impossible 4 may see Cruise facing off against the evil Richard Simmons.."
5063,0,Mission impossible three looks horrible.
5064,0,"Mission Impossible 2 was a horrible film that made me cringe whenever I think about it, so horrible it was that I lost respect for John Woo("
5065,0,Come out of the closet and please stop making those terrible Mission Impossible movies... < $ BlogBacklinkTitle $ > < $ BlogBacklinkSnippet $ >.
5066,0,Mission Impossible 3 is so shitty a movie even Phillip Seymour Hoffman and Simon Pegg(
5068,0,"^ my prediction was correct, mission impossible 3 was a lousy movie..."
5069,0,Boycott Mission Impossible-Tom Cruise is evil.: -(.....
5070,0,Mission Impossible is so Boring.
5071,0,"mission impossible is the most worthless movie ever, so there's no point of talkin bout it anyway."
5072,0,"MI: 2 was generally agreed to be a decent action movie but a terrible fit for the name "" Mission Impossible."
5073,0,Mission Impossible 3 was quite boring.
5074,0,How?.-Mission Impossible III is really boring the second time around..-The new Cobequid health center is soooooooo nice!...
5075,0,Since Mission Impossible is a piece of crap.
5076,0,After seeing crappy Mission Impossible 3 trailers I gotta ask one thing:
5077,0,Mission Impossible 3 aka MI3 aka Tom Cruise vs Evil.
5078,0,Mission Impossible 3 et al. can be said to be boring!
5079,0,mission impossible three is useless...
5080,0,Mission Impossible 2 is a dumb movie.
5081,0,"Then we realized they'd given us tickets for the wrong movie, Mission Impossible 3, and our actual movie was on the other side."
5082,0,I blame Mission Impossible for some of my chunnel fears -- but I think I would be scared regardless..
5083,0,His new track for Mission Impossible 3 is probably the dumbest thing I've ever heard.
5084,0,A futile mission impossible ending before it even began.
5085,0,The only thing I can blame is to watch Mission Impossible III with Teri at 12:
5086,0,"Interview with the Vampire, Anne Rice [ Okay, I might hate this one as much as I hate Harry Potter."
5087,0,""" My favorite attraction reopened on Friday, but due to the stupid Harry Potter release I was unable to be there until Saturday."
5088,0,"Now, I know what most of you are thinking: Harry Potter sucks."
5089,0,"For those who are Harry Potter ignorant, the true villains of this movie are awful creatures called dementors."
5090,0,Although watching Harry Potter was a little boring.
5091,0,"So now, I'm going to watch some tv, then bullshit a I fucking hate Harry Potter costume for the monthly meeting tonight."
5092,0,I hate Harry Potter..
5093,0,Does it take for you to get really mad -- when people say Harry Potter sucks...
5094,0,"My sexy vintage silver tea infuser deal fell through, so instead I bought this crappy Harry Potter tea infuser that's shaped like a frog."
5095,0,"Harry Potter can't die, that would be sad and depressing."
5096,0,Harry Potter can be quite an idiot sometimes.
5097,0,"And I hate Wesley almost as much as I hate Harry Potter, but that doesn't mean Captain Picard still wasn't a douche and a half that day."
5099,0,Kenley decides to buy a Harry Potter costume and two crappy plastic axes.
5100,0,Because I sure did read a lot of terrible fic in Harry Potter fandom.
5101,0,It amazes me that people are so afraid of what Harry Potter is going to do to their children.
5102,0,I have come to the conclusion that Harry Potter is a tragic hero.....
5103,0,I am sick of Harry Potter shit-I am sure the kids must be too...
5105,0,"Copy / Pastings from the Mpreg Archive Challenge Section, or Why I Hate the Harry Potter Fandom:.."
5106,0,. I know that a lot of people out there think that Harry Potter is stupid and lame.
5107,0,"I hate that class, and I'm starting to hate Harry Potter too."
5108,0,I won't go too far into my rant about why these people are deluded if they think Harry Potter is evil ( and is anything less than a loose allegory of the Bible.
5109,0,"A mother in Georgia wants her local school board to take Harry Potter out of the schools and libraries because, in her opinion, reading Harry Potter leads to witchcraft, which according to her is evil..."
5112,0,I hate Harry Potter.
5113,0,I hate Harry Potter;
5114,0,Harry Potter sucks balls...
5115,0,You think that Harry Potter is evil..
5118,0,Harry Potter is dumb.
5119,0,The images of evil lin movies such as Harry Potter or the Lord of the Rings pale in comparrison with reality.
5120,0,"Hopefully, this is not the case, and the acting will have us overlooking the color of their hair. ( Trivia: Harry Potter's eyes are the wrong color in the movie."
5121,0,"I think, on some level of Absolute Denial, I'm actually becoming rather tired of Harry Potter in general."
5122,0,I'm sick of Harry Potter fanfiction.
5123,0,And they all involved Harry Potter * is lame *..
5124,0,"If you really think Harry Potter is evil, you're a dumbass......"
5125,0,"* Harry Potter and the Highly Inappropriate Use of the Headmistress's Office, ( NC-17 ), by Melandry."
5126,0,I could go on but let's just say that anyone who can say Harry Potter is evil is just wrong.
5127,0,The Whole Harry Potter deal --- Now I wish that fuckers would just shut the fuck up about Harry Potter being evil...
5128,0,"now for Halloween i just need an evil Harry Potter for the dance, lol, and a Jack the Ripper for the actual night of Halloween."
5132,0,Harry Potter is evil!!!!!..
5133,0,"I would also like to know how Harry Potter is evil, but the Bible isn't."
5134,0,"The following are clips, from the same article that featured the story about how evil Harry Potter is:.."
5135,0,"Harry Potter Club is unbelievably obnoxious tonight, when only believably obnoxious on any other day..."
5137,0,"Judging by the Harry Potter craze and the money that has been generated by the books and movies, no one gives a fuck if you think Harry Potter is evil..."
5138,0,Harry Potter is evil...
5151,0,"I heard Emma Watson might not be returning for the next Harry Potter film, which would really suck."
5156,0,He thinks Harry Potter is evil ( for real ) but I can get past it.
5159,0,I hate Harry Potter and all things related to it..
5160,0,"Such as this one, which I think she did just to spite me, knowing how I hate Harry Potter:..."
5161,0,""" I hate Harry Potter."
5163,0,Harry Potter can suck my clit...
5164,0,Sometimes all I said was'Harry Potter sucks!
5165,0,For everytime I said'Harry Potter sucks'I was outnumbered by a thousand people saying'Harry Potter RULES '.
5166,0,"Man, Ultimate Marvel Harry Potter sucks..."
5168,0,""" Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism..."
5169,0,And this is why I hate Harry Potter.
5171,0,I Hate Harry Potter.
5172,0,And Harry Potter looks stupid:..
5173,0,Hogwarts hogwash: The Georgia board of education listens to a mother's campaign to rid those evil Harry Potter books from school libraries...
5174,0,"Still, none of that had felt nearly as exquisite as having Harry Potter sucking his cock..."
5175,0,I am SOOOOOO sick of people claiming that Harry Potter is evil and that the world is going down the drain because of someone reading the book.
5176,0,A Georgia mother warns that the Harry Potter books are an evil attempt to indoctrinate kids into the Wicca religion and must be stopped.
5177,0,The Georgia Board of Education heard from a mother seeking to ban those evil Harry Potter books..
5178,0,"Wiccans react to possible Harry Potter book ban Marcia Gaither, who teaches classes in Wiccanism, says the controversy about Harry Potter is absurd."
5179,0,"Then again, I actually hated Harry Potter before I read it, and look at me now."
5180,0,"What I hate is, she's also one of these people that thinks Harry Potter is this evil witchcraft and evil for kids to read..."
5181,0,"I don't like the idea of my precious, classic Harry Potter books to be cheapened with its association to the worthless glitz of Hollywood gossip."
5182,0,"Actually, we talked about how Harry Potter sucked, and how the writer of My Immortal was either a college student working on a psychology thesis or a sad person with the IQ of a cucumber..."
5183,0,"I used to hate Harry Potter, and now I'm a Potterholic.."
5184,0,I hate Harry Potter....
5185,0,Ew I hate Harry Potter.
5186,0,"My point is, Harry Potter is evil..."
5187,0,And I hate Harry Potter.. -- Jame.
5188,0,Just that I hate Harry Potter and hate the living guts out of Johnny Depp.
5189,0,I hate Harry Potter...
5190,0,"Marcia Gaither, who teaches classes in Wiccanism, says the controversy about Harry Potter is absurd."
5192,0,"Also I love Lord of the Rings, but I hate Harry Potter because he needs a haircut."
5193,0,I used to hate Harry Potter.
5194,0,"meganpenworthy dressed as a character from Harry Potter and the Selfish Iron, though it looked more like Optimus Prime.."
5195,0,I have read 1984 and I hate Harry Potter..
5196,0,"The problem with all of this, of course, is that Harry Potter sucks ass and is indicative of the overall decline of English-Speaking culture at the hands of predictability and pretty-packaging...: -)."
5198,0,Harry Potter SUCKS!!
5199,0,Harry Potter Sucks.
5200,0,"I also hated Harry Potter, but not because of the normal religious standpoint, I just dont like it because I think it is absolutely horridly basic and cheap writing, and not worth my time..."
5201,0,"Christain Lynne is sucking, Harry Potter is sucking, the Devil is sucking, EVERYONE."
5202,0,"I hate Disney, I hate Chronicles Of Narnia, I hate Lords Of The Ring and I hate Harry Potter..."
5203,0,Harry Potter sucks arse.
5204,0,Harry Potter sucks.
5206,0,"and hate "" Harry Potter "" even though it is actually much more religious("
5207,0,And that Harry Potter sucks because he rides on a broom.
5209,0,"Harry Potter sucks, it's just that simple."
5210,0,"Harry Potter still sucks, though."
5212,0,"In fact, I would go as far as to say that I hate Harry Potter.."
5213,0,I'm exhausted and I hate Harry Potter.
5214,0,I hate Harry Potter with a passion but these are hilarious!..................
5215,0,"While I hate Harry Potter with nearly every fiber of my being, I don't think the book is inherently evil."
5216,0,Harry Potter sucks...
5219,0,"Harry Potter sucks compared to the invisible man, it's a good book."
5220,0,I hated Harry Potter.
5221,0,"I'll probably get murdered a thousand times over by everyone for saying it, but I hate Harry Potter."
5222,0,I fucking hate Harry Potter.
5223,0,A fade is a creature of death like the demeantor from Harry Potter who suck your soul through your mouth.
5224,0,"even tho I hate Harry Potter, they are just funny."
5225,0,"As much as I hate Harry Potter, You gotta love this decaying and decomposing hippie for bringing McGarther Park to the world."
5226,0,"I'm sorry I hate to read Harry Potter, but I love the movies!.."
5228,0,Which is your favourite Harry Potter film?.-Sorcerer's Stone.-Chamber of Secrets.-Prisoner of Azkaban.-Goblet of Fire.-I like them all equally!.-I hate Harry Potter and think this is a stupid question...
5229,0,I'm giving it the benefit of a doubt because even Harry Potter sucked for the first ten pages.
5230,0,i don't know if the fact that i did online quizzes or the fact that you don't like Harry Potter sucks more..
5231,0,"Harry Potter sucks, it used to be better.)"
5232,0,I think I hate Harry Potter..
5233,0,Harry Potter does suck though No offence...
5234,0,"When my roommate cried, "" I can't believe there's a Facebook group called'Harry Potter sucks!"
5235,0,Harry Potter will suck you in like the rest of us and turn you into a geek in addition to a nerd.
5236,0,We screwed up on Malaguena so much that Russotti changed it to Harry Potter and I hate Harry Potter...
5237,0,The actor who plays Harry Potter sucks so does the new Dumbledor.
5238,0,this coming from the person who said that Harry Potter sucks just a few hours ago?.(
5239,0,"I'll be working Harry Potter weekend, which is going to suck at Suncoast, lol...."
5241,0,"I HATE Harry Potter, but I'd so watch it if KAT-TUn starred in it!"
5242,0,"He opened his mouth to dictate his reply about having Harry Potter suck his cock, only to be cut off by his mirror speaking up."
5243,0,"While we're on the topic, Harry Potter stinks."
5245,0,Yeah yuck I hate Harry Potter.
5246,0,"yeah-I hate Harry Potter, I'll gladly play Dungeons and Dragons, but I'll beat up anyone who asks me to watch a HP movie:)"
5247,0,"I could hate Harry Potter, but love his scent..."
5248,0,I suppose you could say that I hate Harry Potter because he's everything I'm not.
5249,0,"I loathe Harry Potter, Lord of the Rings and anything else of that nature..."
5250,0,"Harry Potter sucks Hairy Otters, it is for the wussies who can't read real books..("
5251,0,"I hate Harry Potter, too....."
5252,0,Harry Potter sucks.....
5253,0,This was a gift from someone who doesn't know I hate Harry Potter......
5254,0,"In "" Harry Potter and the Prisoner of Azkaban, "" you see Dementors that suck the Life and Joy out of you and taking your Will to Live."
5256,0,Harry Potter and Titanic suck.
5257,0,i hate Harry Potter!..
5258,0,But I hate Harry Potter...
5259,0,I durno but I hate Harry Potter..
5263,0,no offense but i hate Harry Potter but whatev.
5265,0,Harry Potter -- the other two suck.
5266,0,I used to hate Harry Potter...
5267,0,Harry Potter was sucking his cock.
5268,0,and i hate Harry Potter.
5269,0,"man, it was awful ( and yes, I am a huge Harry Potter loser )."
5270,0,I hate Harry Potter even more now. >:
5271,0,"Now I hate Harry Potter, and when they said this I knew they were getting to me."
5272,0,Harry Potter sucked hahahaha Im glad he got sent home but they all sucked I dont like 50's musicLove..
5273,0,"Crystal was all, "" Oh, my God, I hate Harry Potter and I'm really not into this scene."
5276,0,"Kinda like the things off Harry Potter that give you the kiss of death and suck out your soul, condeming you to walk around forever in an empty shell of a body..."
5277,0,huh i hate Harry Potter sorry.
5278,0,I hate Harry Potter jelly beans...
5279,0,I HATE Harry Potter.
5280,0,"I don't understand how that pic is funny, but Harry Potter sucks anyways."
5281,0,"Harry Potter sucks Frodo's balls, and vice versa."
5282,0,"I hate you Harry Potter, you fucking whiny little goth fuck..."
5283,0,. Harry Potter sucks..
5284,0,"So Harry Potter day was canceled, or, rather, postponed, which sucks."
5285,0,"“ I hate you Harry Potter, ” Hermione said childishly..."
5286,0,This quiz sucks and Harry Potter sucks ok bye..
5287,0,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy..."
5288,0,"Is it just me, or does Harry Potter suck?..."
5289,0,"Always knows what I want, not guy crazy, hates Harry Potter.."
5290,0,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
5292,0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
5293,0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
5294,0,These Harry Potter movies really suck.
5295,0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
6086,0,""" Brokeback Mountain "" is tragic, but immensely well-executed, never feeling moralistic."
6087,0,I am the only person in the world who thought Brokeback Mountain sucked. (-sucked ).
6088,0,Brokeback Mountain was one boring show … well at least they had super the cute actors …..
6089,0,But Brokeback Mountain is one of the most boring movies I have ever seen.
6090,0,I think RENT / Brokeback Mountain might be pretty awkward and awful together.....
6091,0,brokeback mountain sucks...
6092,0,i hate brokeback mountain!!
6093,0,Brokeback Mountain sucked..
6094,0,Brokeback Mountain sucked.
6095,0,"So, who else hates BrokeBack Mountain?.."
6096,0,We also went to see Brokeback Mountain which totally SUCKED!!!
6097,0,brokeback mountain sucks..
6098,0,I am the only person in the world who thought Brokeback Mountain sucked.(
6099,0,"But if Crash won the academy award, Brokeback Mountain must have sucked harder than cowboys in a pup-tent..."
6100,0,brokeback mountain sucked everybody's mother's balls.
6101,0,i hated brokeback mountain.
6102,0,i love gay boys but i think brokeback mountain sucked..
6104,0,"Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks..."
6105,0,i hated brokeback mountain..
6106,0,Brokeback Mountain sucked Ass..
6107,0,"and joan keeps telling me how brokeback mountain sucks so much, but everyone else liked it, so i think i'll go see it."
6108,0,Brokeback mountain sucks balls....
6109,0,Brokeback Mountain sucked.....
6110,0,"I hated "" Brokeback Mountain "", and not because the main characters were gay."
6111,0,. Brokeback Mountain sucked!..
6112,0,BROKEBACK MOUNTAIN SUCKED...
6113,0,Brokeback Mountain sucked...
6114,0,I hate Brokeback Mountain.
6115,0,Brokeback Mountain pretty much sucked.
6116,0,brokeback mountain pretty much sucked..
6117,0,Brokeback Mountain sucked my balls!
6119,0,I hated Brokeback Mountain.
6120,0,Brokeback Mountain sucks!!!.. < _ <.. > _ >...
6121,0,"Also, Brokeback Mountain sucks."
6122,0,i hate brokeback mountain.
6123,0,i hate Brokeback Mountain!!!!!!!..
6124,0,"I have to say, I hated Brokeback Mountain, though."
6125,0,BROKEBACK MOUNTAIN SUCKED BIG JUICY DONKEY BALLS...
6126,0,I absolutely HATED Brokeback Mountain.
6127,0,"brokeback mountain did suck, and it was way too long."
6128,0,A gay guy posted in Livejournal about how much he thought Brokeback Mountain sucked.
6129,0,And brokeback mountain can suck my dick...
6130,0,Brokeback Mountain sucked!
6131,0,Brokeback Mountain is boring..
6132,0,Brokeback mountain sucks too...
6133,0,Brokeback mountain sucks...
6134,0,Brokeback mountain SUCKS..
6135,0,I HATE BROKEBACK MOUNTAIN!!!!!
6136,0,"µª "" "" = 0 = I HATE BROKEBACK MOUNTAIN.."
6137,0,"Good Night and Good Luck's a close second, but I freaking hated Brokeback Mountain."
6138,0,The Gayness wasn't what made brokeback mountain suck.
6139,0,I really hate Brokeback Mountain.
6140,0,WAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA WELL THEY CAN ALL DIE BROKEBACK MOUNTAIN SUCKS.
6141,0,BROKEBACK MOUNTAIN SUCKS....
6142,0,i hate brokeback mountain...
6143,0,OMG I HATE BROKEBACK MOUNTAIN.
6144,0,but i also hate brokeback mountain and am kind of glad that it lost.
6145,0,"brokeback mountain sucks anus, and thats a fact..."
6146,0,"Brokeback Mountain, Larry McMurtry & Diana Ossana-the book sucked, movie was way better, they had a lot of work to do.."
6147,0,"Its freezing cold up there! -......-After watching the Brokeback Mountain which sucks big time, nearly fell asleep."
6148,0,EVILPINKMUNKY IS GAY AND BROKEBACK MOUNTAIN SUCKS!.
6149,0,I SOOOO HATED BROKEBACK MOUNTAIN!!..
6150,0,""" Brokeback Mountain sucked!"
6152,0,I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!!
6153,0,"It is shameful that I hate Brokeback Mountain is just because it is more popular than Capote, but I hate it..."
6154,0,. Brokeback Mountain sucks.
6155,0,I HATED < / b > BROKEBACK MOUNTAIN < / b >!
6156,0,I absolutely hated Brokeback Mountain...
6157,0,"By the master himself, the man sitting at the head of the table, is a rant on how Brokeback Mountain has made gayness so mainstream, it, well, kind of sucks..."
6158,0,Brokeback mountain SUCKED.
6159,0,BROKEBACK MOUNTAIN STINKS..
6160,0,"I think the Academy was too chicken to give the Best Picture to Brokeback Mountain, and that sucks."
6163,0,I didn't hate it as much as I hated Brokeback Mountain but I did hate Sam with a passion.
6164,0,"Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall."
6165,0,I watched Brokeback Mountain and tried my best to hate the thing.
6167,0,Ah it was nothin I love Heather shes great and I hate Will Brokeback Mountain Stites.
6168,0,10 Things I Hate About You + A Knight's Tale * Brokeback Mountain =..
6169,0,Why do I hate Brokeback Mountain so much?..
6170,0,"okay, so everyone else i went with seemed to hate brokeback mountain, or at least josie and zach did and they were the loudest criticizers."
6171,0,"Didnâ   t see it, but much like Brokeback Mountain, donâ   t need to see it to know it sucks ass."
6172,0,PS-Brokeback Mountain fucking sucked.
6173,0,I hate Nanny McPhee and Brokeback Mountain.
6174,0,"Perhaps I should revise my opinion to "" I hate Brokeback Mountain jokes, unless they are carefully crafted and involve one of my pop-culture loves."
6175,0,I hate this Brokeback Mountain shit.
6176,0,Brokeback Mountain was the most awful movie I have ever seen.
6177,0,they were saying how awful Brokeback Mountain was.
6179,0,00 we rode bikes to hollywood and rented brokeback mountain which was also stupid.
6180,0,"The complaints I've seen about the "" Vito-being-gay "" plot twist, with facile comparsions to Brokeback Mountain are so stupid."
6181,0,"Brokeback mountain, a movie about two gay cowboys overcoming adversity is the STUPIDEST and most OFFENSIVE film hollywood has concocted yet."
6182,0,then dinner with min and rosie and brokeback mountain which was an awful movie.
6183,0,Brokeback Mountain was such a stupid movie...
6184,0,"And for the record, I thought Brokeback Mountain was a stupid movie, which actually fit into the "" Independant movies always have gay cowboys eating pudding "" category("
6185,0,""" Or that awful "" Goth twist on Brokeback Mountain "" the "" Shattered-Spine Emo-Mound of cow shit."
6186,0,stupid brokeback mountain.
6187,0,stupid brokeback mountain.(
6188,0,I would like to kill the writers of Brokeback Mountain for ruining my image of cowboys!..
6189,0,I thought Brokeback Mountain was an awful movie.
6190,0,stupid brokeback mountain YOU RUINED IT FOR ME!
6191,0,brokeback mountain was so stupid.
6192,0,Everyone knows Brokeback Mountain is going to win all because of the stupid gay cowboys.
6193,0,Brokeback Mountain was stupid...
6194,0,"take that, stupid brokeback mountain...("
6195,0,""" A couple of very liberal people I know thought Brokeback Mountain was "" stupid exploitation."
6196,0,"and stupid Brokeback Mountain was not showing the one night / time we try to go see it, they had it rented out the theater for something else."
6197,0,BROKEBACK MOUNTAIN BOYY hahahahahaha I SUCK WEINERS!!
6198,0,"Murderball-Immediately after Crash won the Oscar, there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that "" racism is bad."
6199,0,"In her rant, with generalized condemnation of the entire Hollywood industry, the people who actually voted for "" Brokeback Mountain "" are targeted as part of the same stupid mob..."
6201,0,I HATED the ending to brokeback mountain...
6202,0,But I thought Brokeback Mountain was going to be a stupid movie..
6203,0,"You know Brokeback Mountain was a stupid movie, because if it was about a guy and a girl, no one would give a shit about it.."
6206,0,I'm glad that stupid Brokeback Mountain didn't win..
6207,0,Watched'10 things I hate about you'and 2 / 3 of'brokeback mountain '.
6208,0,I hate the dance remix of Brokeback Mountain theme song.
6209,0,"Again, I hate those homophobic critics who dislike Brokeback Mountain."
6210,0,AND BROKEBACK MOUNTAIN WAS SO SAD AND SO BORING AND JACK DID N'T WANT TO HIDE BUT ONCE HE TRIED TO LIVE A REAL LIFE HE DIED.
6211,0,"didn't catch the france and portugal match in the end, watched the stupid brokeback mountain dvds instead.."
6212,0,besides that stupid Brokeback Mountain crap)..
6213,0,I would give you more Kudos on this blog but you had to go and talk about AWFUL brokeback mountain...
6214,0,"I think the movie "" Brokeback Mountain "" was stupid and overexagerated..."
6215,0,Brokeback Mountain and Requiem for a Dream both suck equally...
6216,0,brokeback mountain is pretty depressing.
6217,0,"Watch it: 10 Things I Hate About You, The Patirot, A Knights Tale, The Four Feathers, Casanova, Lords of Dogtown, Monsters Ball, or Brokeback Mountain..."
6218,0,"I just have to say that Brokeback Mountain, while visually incredible and extremely well directed, was a crappy movie."
6219,0,"I did lapse once, created a new account, and left two stupid / short comments on the Brokeback Mountain board."
6220,0,becuase that stupid brokeback mountain movie.
6221,0,Brokeback Mountain was depressing.
6222,0,now I dont know whether I consider Brokeback Mountain to be the shittiest movie ive watched recently.
6223,0,I also disliked Brokeback Mountain.
6224,0,1-BROKEBACK MOUNTAIN IS A STUPID MOVIE.
6225,0,which is probably why I disliked Brokeback Mountain...
6226,0,Stupid brokeback mountain reference i did.
6227,0,I thought Brokeback Mountain was a terrible movie.
6228,0,"And I still think "" Brokeback Mountain "" was a horrible movie."
6229,0,"Just for the record, Brokeback Mountain was a terrible movie."
6230,0,"We watched Brokeback Mountain, which was pretty horrible."
6231,0,Brokeback Mountain is so depressing.(
6232,0,I thought Brokeback Mountain was incredibly depressing...
6233,0,Which answers why I dislike brokeback mountain...
6234,0,"I don't care what anyone says, Brokeback Mountain was a shitty movie..."
6235,0,"Because, this kid wrote a letter to the school editor about how brokeback mountain is a horrible movie("
